Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
JAPON|CENTRAL DE GUATEMALA|15/12/2014| 87032363|2015|TOYOTA|RAV4|1987|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|295244.72|35429.37|
JAPON|CENTRAL DE GUATEMALA|15/12/2014| 87032363|2015|TOYOTA|RAV4|1987|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|295244.72|35429.37|
JAPON|CENTRAL DE GUATEMALA|16/12/2014| 87032363|2015|TOYOTA|RAV4|1987|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|295244.72|35429.37|
JAPON|CENTRAL DE GUATEMALA|16/12/2014| 87032363|2015|TOYOTA|RAV4|1987|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|295244.72|35429.37|
JAPON|CENTRAL DE GUATEMALA|16/12/2014| 87032363|2015|TOYOTA|RAV4|1987|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|280543.85|33665.26|
JAPON|CENTRAL DE GUATEMALA|16/12/2014| 87032363|2015|TOYOTA|RAV4|1987|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|280543.85|33665.26|
JAPON|CENTRAL DE GUATEMALA|12/12/2014| 87032363|2015|TOYOTA|RAV4|1987|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|140271.93|16832.63|
ESTADOS UNIDOS|TECUN UMAN|08/12/2014| 87012000|2000|INTERNATIONAL|8100 CH 6X4|10800|PESADO|CABEZAL|OCASIONAL|DIESEL|2|2|15|40631.5|4875.78|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87032269|2015|TOYOTA|YARIS|1497|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|156451.76|18774.21|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87032269|2015|TOYOTA|YARIS|1497|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|156451.76|18774.21|
JAPON|CENTRAL DE GUATEMALA|10/12/2014| 87033370|2015|TOYOTA|LAND CRUISER PRADO|2982|LIVIANO|CAMIONETA|DISTRIBUIDOR|DIESEL|7|5|0|283418.9|34010.27|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87042159|2015|TOYOTA|HI LUX|2494|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|4|2|1|142885.78|17146.29|
ESTADOS UNIDOS|TECUN UMAN|09/12/2014| 87041000|1986|FORD|L 8000|10800|PESADO|CAMION VOLTEO|OCASIONAL|DIESEL|2|2|10|40636.82|4876.42|
ESTADOS UNIDOS|TECUN UMAN|09/12/2014| 87032490|2000|NISSAN|XTERRA XE 2WD|3300|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|15888.08|1906.57|
COREA DEL SUR|EL CARMEN|11/12/2014| 87032369|2004|SUZUKI|FORENZA LX|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|14538.75|1744.65|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87032269|2015|HONDA|CITY LX|1500|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|90539.63|10864.76|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87032269|2015|HONDA|CITY LX|1500|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|90539.63|10864.76|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87032269|2015|HONDA|CITY LX|1500|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|90539.63|10864.76|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87032269|2015|HONDA|CITY LX|1500|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|90539.63|10864.76|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87032269|2015|HONDA|CITY LX|1500|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|90539.63|10864.76|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87032269|2015|HONDA|CITY LX|1500|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|90539.63|10864.76|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87032269|2015|HONDA|CITY LX|1500|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|90539.63|10864.76|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87032269|2015|HONDA|CITY LX|1500|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|90539.63|10864.76|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87032269|2015|HONDA|CITY LX|1500|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|90539.63|10864.76|
TAILANDIA|PUERTO QUETZAL|11/12/2014| 87032269|2015|HONDA|CITY LX|1500|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|90539.63|10864.76|
