Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
MEXICO|PUERTO QUETZAL|08/10/2014| 87032369|2015|NISSAN|VERSA N17|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|828083.09|99369.97|
MEXICO|PUERTO QUETZAL|08/10/2014| 87032369|2015|NISSAN|VERSA N17|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|828083.09|99369.97|
MEXICO|PUERTO QUETZAL|08/10/2014| 87032369|2015|NISSAN|VERSA N17|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|828083.09|99369.97|
MEXICO|PUERTO QUETZAL|08/10/2014| 87032369|2015|NISSAN|VERSA N17|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|828083.09|99369.97|
MEXICO|PUERTO QUETZAL|08/10/2014| 87032369|2015|NISSAN|VERSA N17|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|828083.09|99369.97|
MEXICO|PUERTO QUETZAL|08/10/2014| 87032369|2015|NISSAN|VERSA N17|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|828083.09|99369.97|
MEXICO|PUERTO QUETZAL|08/10/2014| 87032369|2015|NISSAN|VERSA N17|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|828083.09|99369.97|
MEXICO|PUERTO QUETZAL|08/10/2014| 87032369|2015|NISSAN|VERSA N17|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|828083.09|99369.97|
MEXICO|PUERTO QUETZAL|08/10/2014| 87032369|2015|NISSAN|VERSA N17|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|828083.09|99369.97|
ESTADOS UNIDOS|PUERTO BARRIOS|10/10/2014| 87032369|2003|TOYOTA|RAV4 L 4X4|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|26977.28|3237.27|
CHINA|PUERTO QUETZAL|10/10/2014| 87112090|2015|FREEDOM|EXPLORER|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|350223.7|42026.84|
CHINA|PUERTO QUETZAL|10/10/2014| 87112090|2015|FREEDOM|EXPLORER|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|350223.7|42026.84|
CHINA|PUERTO QUETZAL|10/10/2014| 87112090|2015|FREEDOM|EXPLORER|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|350223.7|42026.84|
CHINA|PUERTO QUETZAL|10/10/2014| 87112090|2015|FREEDOM|EXPLORER|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|350223.7|42026.84|
CHINA|PUERTO QUETZAL|10/10/2014| 87112090|2015|FREEDOM|EXPLORER|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|350223.7|42026.84|
CHINA|PUERTO QUETZAL|10/10/2014| 87112090|2015|FREEDOM|EXPLORER|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|350223.7|42026.84|
CHINA|PUERTO QUETZAL|10/10/2014| 87112090|2015|FREEDOM|EXPLORER|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|350223.7|42026.84|
CHINA|PUERTO QUETZAL|10/10/2014| 87112090|2015|FREEDOM|EXPLORER|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|350223.7|42026.84|
CHINA|PUERTO QUETZAL|10/10/2014| 87112090|2015|FREEDOM|EXPLORER|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|350223.7|42026.84|
CHINA|PUERTO QUETZAL|10/10/2014| 87112090|2015|FREEDOM|EXPLORER|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|350223.7|42026.84|
CHINA|PUERTO QUETZAL|10/10/2014| 87112090|2015|FREEDOM|EXPLORER|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|350223.7|42026.84|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
INDIA|CENTRAL DE GUATEMALA|14/10/2014| 87112090|2015|TVS|TVS APACHE 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|416136.75|49936.41|
ESTADOS UNIDOS|EL CARMEN|31/10/2014| 87032369|2001|TOYOTA|COROLLA S|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|13360.11|1603.21|
CANADA|EL CARMEN|31/10/2014| 87032369|2002|HONDA|CIVIC LX|1700|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|16329.03|1959.48|
JAPON|EL CARMEN|31/10/2014| 87032369|2001|HONDA|CR-V LX 4X2|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|17356.73|2082.81|
JAPON|TECUN UMAN|14/10/2014| 87032379|2009|SUZUKI|GRAND VITARA 4X2|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|37357.86|4482.94|
CANADA|EL CARMEN|14/10/2014| 87032369|1996|HONDA|CIVIC LX|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|15894.32|1907.32|
ESTADOS UNIDOS|PUERTO BARRIOS|14/10/2014| 87032369|2006|TOYOTA|COROLLA LE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|19096.11|2291.53|
TAILANDIA|CENTRAL DE GUATEMALA|15/10/2014| 87042159|2015|TOYOTA|HI LUX|2494|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|110182.79|13221.93|
TAILANDIA|CENTRAL DE GUATEMALA|15/10/2014| 87042159|2015|TOYOTA|HI LUX|2494|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|4|2|1|142254.16|17070.5|
COREA DEL SUR|CENTRAL DE GUATEMALA|15/10/2014| 87032369|2014|KIA|SPORTAGE LX|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|327030.83|39243.7|
COREA DEL SUR|CENTRAL DE GUATEMALA|15/10/2014| 87032369|2014|KIA|SPORTAGE LX|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|327030.83|39243.7|
COREA DEL SUR|CENTRAL DE GUATEMALA|15/10/2014| 87032369|2014|KIA|SPORTAGE LX|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|327030.83|39243.7|
INDIA|CENTRAL DE GUATEMALA|16/10/2014| 87032264|2015|SUZUKI|ERTIGA GLX MT|1400|LIVIANO|CAMIONETILLA|OCASIONAL|GASOLINA|7|5|0|76082.75|9129.93|
INDIA|CENTRAL DE GUATEMALA|16/10/2014| 87032190|2015|SUZUKI|NEW ALTO 800 DX AC|800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|5|0|45929.52|5511.54|
CANADA|PUERTO BARRIOS|15/10/2014| 87032369|2004|HONDA|CIVIC|1700|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|12558.02|1506.96|
JAPON|PUERTO BARRIOS|15/10/2014| 87032379|2006|MAZDA|3 S|2300|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|17637.76|2116.53|
ESTADOS UNIDOS|EL CARMEN|09/10/2014| 87021070|2003|FORD|E-450 SUPER DUTY|7300|PESADO|MICROBUS|OCASIONAL|DIESEL|15|2|6|23911.06|2869.33|
JAPON|PUERTO QUETZAL|10/10/2014| 87032379|2015|TOYOTA|RAV4|2494|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|339659.62|40759.15|
JAPON|PUERTO QUETZAL|10/10/2014| 87032379|2015|TOYOTA|RAV4|2494|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|339659.62|40759.15|
JAPON|TECUN UMAN|10/10/2014| 87032369|2004|MITSUBISHI|LANCER ES|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|14783.47|1774.02|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|10/10/2014| 87032480|2015|HONDA|ODYSSEY EX 5DR AT|3500|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|8|5|0|224756.57|26970.79|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|10/10/2014| 87032480|2015|HONDA|ODYSSEY EX 5DR AT|3500|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|8|5|0|224756.57|26970.79|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|10/10/2014| 87032480|2015|HONDA|ODYSSEY EX 5DR AT|3500|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|8|5|0|224756.57|26970.79|
BRASIL|EL CARMEN|09/10/2014| 87112090|2005|HONDA|CRF150F|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10154.54|1218.54|
JAPON|EL CARMEN|15/10/2014| 87032269|2007|TOYOTA|YARIS|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|18562.04|2227.44|
CANADA|TECUN UMAN|09/10/2014| 87012000|2008|STERLING|A9500|12800|PESADO|CABEZAL|OCASIONAL|DIESEL|2|2|15|117409.42|14089.13|
CHINA|PUERTO QUETZAL|14/10/2014| 87112090|2014|ITALIKA|AT110RTLED|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|380196.88|45623.63|
CHINA|PUERTO QUETZAL|14/10/2014| 87112090|2014|ITALIKA|AT110RTLED|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|380196.88|45623.63|
CHINA|PUERTO QUETZAL|14/10/2014| 87112090|2014|ITALIKA|AT110RTLED|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|380196.88|45623.63|
CHINA|PUERTO QUETZAL|14/10/2014| 87112090|2014|ITALIKA|AT110RTLED|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|380196.88|45623.63|
CHINA|PUERTO QUETZAL|14/10/2014| 87112090|2014|ITALIKA|AT110RTLED|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|380196.88|45623.63|
CHINA|PUERTO QUETZAL|14/10/2014| 87112090|2014|ITALIKA|AT110RTLED|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|380196.88|45623.63|
CHINA|PUERTO QUETZAL|14/10/2014| 87112090|2014|ITALIKA|AT110RTLED|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|380196.88|45623.63|
CHINA|PUERTO QUETZAL|14/10/2014| 87112090|2014|ITALIKA|AT110RTLED|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|380196.88|45623.63|
