Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
INDIA|PUERTO QUETZAL|19/12/2012| 87042159|2012|MAHINDRA|Pik-Up DC 4x4|2490|LIVIANO|PICK UP|OCASIONAL|DIESEL|5|4|1|99898.2|17582.08|
CHINA|PUERTO QUETZAL|18/12/2012| 87112090|2013|HONDA|CGL125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1483162.29|177979.47|
CHINA|PUERTO QUETZAL|18/12/2012| 87112090|2013|HONDA|CGL125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1483162.29|177979.47|
CHINA|PUERTO QUETZAL|18/12/2012| 87112090|2013|HONDA|CGL125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1483162.29|177979.47|
CHINA|PUERTO QUETZAL|18/12/2012| 87112090|2013|HONDA|CGL125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1483162.29|177979.47|
CHINA|PUERTO QUETZAL|18/12/2012| 87112090|2013|HONDA|CGL125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1483162.29|177979.47|
CHINA|PUERTO QUETZAL|18/12/2012| 87112090|2013|HONDA|CGL125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1483162.29|177979.47|
CHINA|PUERTO QUETZAL|18/12/2012| 87112090|2013|HONDA|CGL125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1483162.29|177979.47|
CHINA|PUERTO QUETZAL|18/12/2012| 87112090|2013|HONDA|CGL125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1483162.29|177979.47|
CHINA|PUERTO QUETZAL|18/12/2012| 87112090|2013|HONDA|CGL125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1483162.29|177979.47|
