Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
ESTADOS UNIDOS|EXPRESS AEREO|08/07/2015| 87032269|2011|MAZDA|2|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|23498.89|2819.87|
JAPON|PUERTO QUETZAL|09/07/2015| 87032363|2016|SUBARU|XV|1995|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|109606.9|13152.83|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14972.93|3473.72|
INDIA|EXPRESS AEREO|10/07/2015| 87112020|2012|BAJAJ|AUTORIKSHA RE205D|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|4|0|0|14973.47|3473.85|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
INDIA|EXPRESS AEREO|10/07/2015| 87112090|2012|BAJAJ|PLATINA BM125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5498.46|1275.65|
