Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
JAPON|SANTO TOMAS DE CASTILLA|13/05/2015| 87032269|2011|MAZDA|2|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|32319.93|3878.39|
ALEMANIA REP. FED.|CENTRAL DE GUATEMALA|20/05/2015| 87032363|2015|AUDI|Q5|1984|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|213257.52|25590.9|
COLOMBIA|CENTRAL DE GUATEMALA|15/05/2015| 87032369|2015|RENAULT|DUSTER|1998|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|108867.15|13064.06|
COLOMBIA|CENTRAL DE GUATEMALA|13/05/2015| 87032369|2015|RENAULT|DUSTER|1998|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|109896.46|13187.58|
COLOMBIA|CENTRAL DE GUATEMALA|13/05/2015| 87032369|2015|RENAULT|DUSTER|1998|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|108867.15|13064.06|
JAPON|PUERTO QUETZAL|15/05/2015| 87032263|2015|DAIHATSU|TERIOS|1495|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|169399.19|20327.9|
JAPON|PUERTO QUETZAL|15/05/2015| 87032263|2015|DAIHATSU|TERIOS|1495|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|169399.19|20327.9|
COLOMBIA|CENTRAL DE GUATEMALA|15/05/2015| 87032369|2015|RENAULT|DUSTER|1998|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|109896.46|13187.58|
ESTADOS UNIDOS|EXPRESS AEREO|08/05/2015| 87115090|2010|HARLEY-DAVIDSON|XR1200X|1200|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|60896.31|7307.56|
TAILANDIA|CENTRAL DE GUATEMALA|15/05/2015| 87042159|2015|TOYOTA|HI LUX|2982|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|178880.94|21465.71|
ESTADOS UNIDOS|CENTRAL DE GUATEMALA|15/05/2015| 87032369|2015|TOYOTA|COROLLA|1798|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|117953.73|14154.45|
ESTADOS UNIDOS|G4, ALSERSA|28/05/2015| 87032379|1967|FORD|MUSTANG|3000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|4|2|0|55134.86|6616.18|
ALEMANIA REP. FED.|CENTRAL DE GUATEMALA|08/05/2015| 87032369|2015|BMW|114I|1598|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|5|0|146036.73|17524.41|
ALEMANIA REP. FED.|CENTRAL DE GUATEMALA|08/05/2015| 87032369|2015|BMW|316I|1598|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|189771.9|22772.63|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
JAPON|CENTRAL DE GUATEMALA|08/05/2015| 87032373|2016|MITSUBISHI|OUTLANDER GLX|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|7|5|0|2078808.59|249457.03|
ESTADOS UNIDOS|EL CARMEN|08/05/2015| 87043151|1994|TOYOTA|4X4 DX|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|18608.57|2233.03|
INDIA|PUERTO QUETZAL|21/05/2015| 87112090|2015|BAJAJ|PLATINA 100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1255735.95|150688.31|
INDIA|PUERTO QUETZAL|21/05/2015| 87112090|2015|BAJAJ|PLATINA 100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1255735.95|150688.31|
INDIA|PUERTO QUETZAL|21/05/2015| 87112090|2015|BAJAJ|PLATINA 100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1255735.95|150688.31|
INDIA|PUERTO QUETZAL|21/05/2015| 87112090|2015|BAJAJ|PLATINA 100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1255735.95|150688.31|
