Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
JAPON|EXPRESS AEREO|16/09/2015| 87032369|2004|HONDA|INTEGRA|1990|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|2|0|43622.04|5234.64|
JAPON|CENTRAL DE GUATEMALA|10/09/2015| 87032263|2016|JEEP|JIMMY|0|LIVIANO|JEEP|OCASIONAL|GASOLINA|4|3|0|64610.1|7753.21|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.99|1295.02|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|5581.21|1294.84|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|4843.63|1123.72|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|BOXER BM100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|4843.71|1123.74|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.13|2528.59|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.13|2528.59|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.13|2528.59|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.13|2528.59|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.13|2528.59|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.13|2528.59|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.13|2528.59|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.13|2528.59|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.13|2528.59|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.13|2528.59|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.13|2528.59|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.13|2528.59|
INDIA|EXPRESS AEREO|18/09/2015| 87112090|2012|BAJAJ|PULSAR 220 S|220|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10899.44|2528.67|
