Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
COLOMBIA|CENTRAL DE GUATEMALA|11/04/2013| 87032369|2013|RENAULT|SANDERO STEPWAY|1598|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|5|0|85879.53|10305.54|
COLOMBIA|CENTRAL DE GUATEMALA|11/04/2013| 87032369|2013|RENAULT|DUSTER|1998|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|97140|11656.8|
COLOMBIA|CENTRAL DE GUATEMALA|11/04/2013| 87032369|2013|RENAULT|DUSTER|1998|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|97140|11656.8|
COLOMBIA|CENTRAL DE GUATEMALA|11/04/2013| 87032369|2013|RENAULT|DUSTER|1598|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|85856.22|10302.75|
COLOMBIA|CENTRAL DE GUATEMALA|11/04/2013| 87032369|2013|RENAULT|DUSTER|1598|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|85856.22|10302.75|
TAILANDIA|CENTRAL DE GUATEMALA|08/04/2013| 87042159|2013|ISUZU|D-MAX LS|2999|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|321023.13|38522.78|
TAILANDIA|CENTRAL DE GUATEMALA|08/04/2013| 87042159|2013|ISUZU|D-MAX LS|2999|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|321023.13|38522.78|
JAPON|CENTRAL DE GUATEMALA|09/04/2013| 87021070|2014|TOYOTA|HI ACE|2494|PESADO|MICROBUS|DISTRIBUIDOR|DIESEL|16|4|0|162359.18|19483.1|
JAPON|CENTRAL DE GUATEMALA|09/04/2013| 87021070|2014|TOYOTA|HI ACE|2494|PESADO|MICROBUS|DISTRIBUIDOR|DIESEL|16|4|0|653504.1|78420.49|
JAPON|CENTRAL DE GUATEMALA|09/04/2013| 87021070|2014|TOYOTA|HI ACE|2494|PESADO|MICROBUS|DISTRIBUIDOR|DIESEL|16|4|0|653504.1|78420.49|
JAPON|CENTRAL DE GUATEMALA|09/04/2013| 87021070|2014|TOYOTA|HI ACE|2494|PESADO|MICROBUS|DISTRIBUIDOR|DIESEL|16|4|0|653504.1|78420.49|
JAPON|CENTRAL DE GUATEMALA|09/04/2013| 87021070|2014|TOYOTA|HI ACE|2494|PESADO|MICROBUS|DISTRIBUIDOR|DIESEL|16|4|0|653504.1|78420.49|
JAPON|CENTRAL DE GUATEMALA|09/04/2013| 87021070|2014|TOYOTA|HI ACE|2494|PESADO|MICROBUS|DISTRIBUIDOR|DIESEL|16|4|0|180552.92|21666.35|
ITALIA|CENTRAL DE GUATEMALA|09/04/2013| 87115090|2013|DUCATI|MTS 1200 S PIKE'S PEAK|1200|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|144855.07|17382.61|
