Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
MEXICO|EXPRESS AEREO|22/12/2011| 87043151|1998|FORD|F-150 4X2|4200|LIVIANO|PICK UP|OCASIONAL|GASOLINA|3|2|1|16794.64|3896.35|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
CHINA|CENTRAL DE GUATEMALA|15/12/2011| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|363931.84|84432.18|
